@relation camel

@attribute fqCaller string
@attribute fqCalls string

@data
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteTest.testForwardingAMessageAcrossJMSKeepingCustomJMSHeaders','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.MockEndpoint.assertIsSatisfied org.apache.camel.component.mock.MockEndpoint.getReceivedExchanges org.apache.camel.Exchange.getIn'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteTest.createCamelContext','org.apache.camel.CamelContext.setTracing org.apache.camel.CamelContext.addComponent'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteTest.configure','org.apache.camel.Processor.<init>'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteTest.process','org.apache.camel.Exchange.getIn org.apache.camel.Exchange.getIn org.apache.camel.Exchange.getIn'
'org.apache.activemq.camel.component.ActiveMQJmsHeaderRouteTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'org.fusesource.fabric.camel.facade.ActiveMQLocalCamelFacadeTest.createCamelContext','org.apache.camel.impl.DefaultCamelContext.<init> org.apache.camel.impl.DefaultCamelContext.setName org.apache.camel.component.jms.JmsComponent.jmsComponentAutoAcknowledge org.apache.camel.impl.DefaultCamelContext.addComponent'
'org.fusesource.fabric.camel.facade.ActiveMQLocalCamelFacadeTest.testBrowsableEndpointsNoJmx','org.apache.camel.component.jms.JmsQueueEndpoint.queueSize org.apache.camel.component.jms.JmsQueueEndpoint.browseExchange org.apache.camel.component.jms.JmsQueueEndpoint.browseMessageBody org.apache.camel.component.jms.JmsQueueEndpoint.browseMessageAsXml'
'org.fusesource.fabric.camel.facade.ActiveMQLocalCamelFacadeTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'org.apache.activemq.camel.converter.ActiveMQMessageConverter.toMessage','org.apache.camel.component.jms.JmsBinding.appendJmsProperties'
'org.apache.activemq.camel.converter.ActiveMQMessageConverter.toProcessor','org.apache.camel.Processor.<init>'
'org.apache.activemq.camel.converter.ActiveMQMessageConverter.createActiveMQMessage','org.apache.camel.Exchange.getIn'
'org.apache.activemq.camel.component.ActiveMQReplyToHeaderUsingConverterTest.testSendingAMessageFromCamelSetsCustomJmsHeaders','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.AssertionClause.header org.apache.camel.component.mock.MockEndpoint.assertIsSatisfied org.apache.camel.component.mock.MockEndpoint.getReceivedExchanges org.apache.camel.Exchange.getIn org.apache.camel.Message.getHeader'
'org.apache.activemq.camel.component.ActiveMQReplyToHeaderUsingConverterTest.createCamelContext','org.apache.camel.CamelContext.addComponent'
'org.apache.activemq.camel.component.ActiveMQReplyToHeaderUsingConverterTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'org.apache.activemq.camel.component.ActiveMQRouteTest.testJmsRouteWithTextMessage','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.MockEndpoint.assertIsSatisfied'
'org.apache.activemq.camel.component.ActiveMQRouteTest.createCamelContext','org.apache.camel.CamelContext.addComponent'
'org.apache.activemq.camel.component.ActiveMQRouteTest.testInvalidDestinationOptionOnConsumer','org.apache.camel.builder.RouteBuilder.<init>'
'org.apache.activemq.camel.component.ActiveMQRouteTest.testInvalidDestinationOptionOnProducer','org.apache.camel.builder.RouteBuilder.<init>'
'org.apache.activemq.camel.component.ActiveMQRouteTest.configure','org.apache.camel.component.jms.JmsEndpoint.getConfiguration org.apache.camel.component.jms.JmsEndpoint.getConfiguration org.apache.camel.component.jms.JmsEndpoint.getConfiguration'
'org.apache.activemq.camel.component.ActiveMQRouteTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'com.epam.chat.camel.ActivemqProducerFactory.createProducer','org.apache.camel.CamelContext.createProducerTemplate org.apache.camel.ProducerTemplate.setDefaultEndpointUri org.apache.camel.ProducerTemplate.start'
'com.epam.chat.camel.ActivemqRouteFactory.createRoute','org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes'
'.ActorsTest.after','org.apache.camel.CamelContext.stopRoute org.apache.camel.CamelContext.removeRoute org.apache.camel.CamelContext.stopRoute org.apache.camel.CamelContext.removeRoute org.apache.camel.CamelContext.stopRoute org.apache.camel.CamelContext.removeRoute org.apache.camel.CamelContext.getEndpoints org.apache.camel.Endpoint.stop'
'.ActorsTest.testCamelRouteToActor','org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes org.apache.camel.CamelContext.getEndpoint org.apache.camel.CamelContext.createProducerTemplate'
'.ActorsTest.testActorCustomId','org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes org.apache.camel.CamelContext.getEndpoint org.apache.camel.CamelContext.createProducerTemplate'
'.ActorsTest.testJmsToActor','org.apache.camel.builder.RouteBuilder.<init> org.apache.camel.CamelContext.addRoutes'
'org.openehealth.ipf.platform.camel.core.adapter.AdapterSupport.AdapterSupport','org.apache.camel.builder.Builder.body'
'org.openehealth.ipf.platform.camel.core.adapter.AdapterSupport.adaptInput','org.apache.camel.Expression.evaluate'
'org.openehealth.ipf.platform.camel.core.adapter.AdapterSupport.adaptParams','org.apache.camel.Expression.evaluate'
'net.camelpe.extension.advanced_samples.AdvancedProducer.sendBody','org.apache.camel.ProducerTemplate.sendBody'
'org.apache.activemq.camel.component.AdvisoryConsumerExample.configure','org.apache.camel.Processor.<init>'
'org.apache.activemq.camel.component.AdvisoryConsumerExample.process','org.apache.camel.Exchange.getIn org.apache.camel.component.jms.JmsMessage.getJmsMessage'
'org.apache.activemq.camel.component.AdvisoryConsumerExample.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCCloseTest.testABCClose','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived org.apache.camel.CamelExecutionException.getCause org.apache.camel.processor.aggregate.ClosedCorrelationKeyException.getCorrelationKey'
'camelinaction.AggregateABCCloseTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCEagerTest.testABCEND','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived'
